#;Q1 - En la nivelación de recursos, żcuál es el objetivo matemático ideal respecto al valor eficaz (RMS) y el valor medio (DC) de los recursos? (1 pts);Q2 - żQué indica una Tasa Interna de Rentabilidad (TIR) superior al coste de capital o interés de referencia? (1 pts);Q3 - żQué significan las siglas WBS en el contexto de la gestión de proyectos? (1 pts);Q4 - En un diagrama de GANTT, żcómo se calcula matemáticamente la holgura ($H$) de una actividad? (1 pts);Q5 - żQué limitación principal presenta el indicador económico conocido como Período de retorno (pay-back)? (1 pts);"Q6 - Según el análisis de riesgos, żqué caracteriza a los riesgos clasificados como ""Predecibles""? (1 pts)";"Q7 - żCómo se define el ""Beneficio Real"" en la compresión de proyectos? (1 pts)";Q8 - żQué representa la desviación típica $\sigma$ en el contexto del diagrama de PERT? (1 pts);Q9 - Al calcular las fechas en un diagrama de GANTT yendo de fin a principio (calculando $LF$ y $LS$), żqué ocurre cuando de una actividad salen dos o más flechas? (1 pts);Q10 - En la técnica de compresión de un proyecto, żqué actividades se deben comprimir primero? (1 pts);"Q11 - En el diagrama del punto de equilibrio, żcómo se define el ""punto muerto""? (1 pts)";Q12 - En las técnicas avanzadas de planificación, żqué efecto tiene ańadir recursos humanos a un proyecto según el supuesto de recursos ilimitados? (1 pts);Q13 - Según el texto, żcuál es el objetivo fundamental y la definición clave de la función de un Jefe de Proyecto? (1 pts);Q14 - żCómo se define el Valor Actual Neto (VAN) de un proyecto de inversión? (1 pts);Q15 - żCuál es la diferencia fundamental en el análisis de viabilidad técnica y comercial entre un proyecto interno y uno externo? (1 pts);Q16 - żCuál es el objetivo principal del método CANVAS? (1 pts);"Q17 - żEn qué consiste la estimación de costes por el método de ""Jerarquía ascendente"" (bottom-up)? (1 pts)";Q18 - żQué cuaderno de especificaciones detalla el cronograma, los hitos, los costes y el calendario de reuniones? (1 pts);Q19 - En el método PERT, żcómo se define el tiempo estimado ($t_e$)? (1 pts);"Q20 - żEn qué consiste el estilo de ""Liderazgo orientado al sentimiento de culpabilidad"" descrito en la dirección de proyectos? (1 pts)";Total
16;V - Que el valor eficaz (RMS) sea lo más bajo posible y se aproxime al valor medio (DC);V - Que la inversión genera valor y es aceptable;X - World Business Structure;V - $H = LF - EF$ o $H = LS - ES$;V - Ignora los flujos de caja producidos tras la recuperación de la inversión;V - Se pueden intuir a partir de la experiencia previa, aunque no se puede estimar con exactitud su impacto;V - Beneficio de la compresión menos el coste de la compresión;V - Expresa la dispersión de los tiempos estimados y define la curvatura de la distribución;X - La casilla $LF$ corresponde a la mayor de entre las fechas $LS$ entrantes a dicha actividad;V - Las actividades del camino crítico que tengan menor incremento de coste por unidad de tiempo;V - El nivel de ventas donde los ingresos totales igualan a la suma de los costes fijos y variables;V - El proyecto reduce su duración;V - Satisfacer al cliente logrando rentabilidad y asegurar que los objetivos se cumplan;V - La diferencia actualizada entre el valor de los flujos de cobros y el de los pagos previstos;V - El interno requiere análisis de mercado propios mientras que el externo se basa en los requisitos de un pliego;V - Definir un modelo de negocio claro mediante la identificación de elementos que generan valor e ingresos;X - El presupuesto se define según la capacidad financiera del cliente y se adaptan las tareas a dicho límite;V - Cuaderno de especificaciones de gestión;V - Es el tiempo en el que la probabilidad de terminar cierta tarea es del 50%;V - Intenta que el equipo asuma una carga excesiva de trabajo apelando a su falta de compromiso ante las necesidades del proyecto;17 / 20
17;X - Que el valor eficaz (RMS) sea significativamente mayor que el componente de valor DC;V - Que la inversión genera valor y es aceptable;V - Work Breakdown Structure;X - $H = EF - ES$ o $H = LF - LS$;X - Sobrevalora el valor de los flujos de caja obtenidos en los últimos ańos;X - Se pueden identificar plenamente evaluando tanto su probabilidad de ocurrencia como su dańo potencial;X - Ingresos totales del proyecto menos los costes directos;V - Expresa la dispersión de los tiempos estimados y define la curvatura de la distribución;X - La casilla $LF$ corresponde a la mayor de entre las fechas $LS$ entrantes a dicha actividad;V - Las actividades del camino crítico que tengan menor incremento de coste por unidad de tiempo;X - El momento en que los ingresos acumulados permiten cubrir exclusivamente la inversión inicial;V - El proyecto reduce su duración;X - Liderar la ejecución técnica de todas las tareas complejas de desarrollo;X - El coste total de la inversión inicial incrementado por el tipo de interés bancario vigente;V - El interno requiere análisis de mercado propios mientras que el externo se basa en los requisitos de un pliego;V - Definir un modelo de negocio claro mediante la identificación de elementos que generan valor e ingresos;X - El coste final se obtiene aplicando factores de ajuste a los datos históricos de proyectos previos similares;V - Cuaderno de especificaciones de gestión;X - Es el tiempo máximo calculado para garantizar la finalización de la actividad con éxito;V - Intenta que el equipo asuma una carga excesiva de trabajo apelando a su falta de compromiso ante las necesidades del proyecto;9 / 20
18;V - Que el valor eficaz (RMS) sea lo más bajo posible y se aproxime al valor medio (DC);V - Que la inversión genera valor y es aceptable;V - Work Breakdown Structure;X - $H = EF - ES$ o $H = LF - LS$;V - Ignora los flujos de caja producidos tras la recuperación de la inversión;X - Se pueden identificar plenamente evaluando tanto su probabilidad de ocurrencia como su dańo potencial;V - Beneficio de la compresión menos el coste de la compresión;V - Expresa la dispersión de los tiempos estimados y define la curvatura de la distribución;X - La casilla $LF$ corresponde a la media de todas las fechas $LS$ entrantes a dicha actividad;X - Las actividades con mayor holgura que permitan reducir la duración total sin elevar los gastos;X - El momento en que los ingresos acumulados permiten cubrir exclusivamente la inversión inicial;V - El proyecto reduce su duración;X - Liderar la ejecución técnica de todas las tareas complejas de desarrollo;V - La diferencia actualizada entre el valor de los flujos de cobros y el de los pagos previstos;V - El interno requiere análisis de mercado propios mientras que el externo se basa en los requisitos de un pliego;V - Definir un modelo de negocio claro mediante la identificación de elementos que generan valor e ingresos;V - La suma total se calcula agregando las estimaciones individuales de los componentes o paquetes de trabajo;V - Cuaderno de especificaciones de gestión;V - Es el tiempo en el que la probabilidad de terminar cierta tarea es del 50%;V - Intenta que el equipo asuma una carga excesiva de trabajo apelando a su falta de compromiso ante las necesidades del proyecto;14 / 20
19;X - Que el valor eficaz (RMS) presente una fluctuación cíclica respecto al componente DC;V - Que la inversión genera valor y es aceptable;X - World Business Structure;V - $H = LF - EF$ o $H = LS - ES$;V - Ignora los flujos de caja producidos tras la recuperación de la inversión;V - Se pueden intuir a partir de la experiencia previa, aunque no se puede estimar con exactitud su impacto;V - Beneficio de la compresión menos el coste de la compresión;V - Expresa la dispersión de los tiempos estimados y define la curvatura de la distribución;V - La casilla $LF$ corresponde a la menor de entre las fechas $LS$ entrantes a dicha actividad;V - Las actividades del camino crítico que tengan menor incremento de coste por unidad de tiempo;V - El nivel de ventas donde los ingresos totales igualan a la suma de los costes fijos y variables;V - El proyecto reduce su duración;V - Satisfacer al cliente logrando rentabilidad y asegurar que los objetivos se cumplan;V - La diferencia actualizada entre el valor de los flujos de cobros y el de los pagos previstos;V - El interno requiere análisis de mercado propios mientras que el externo se basa en los requisitos de un pliego;V - Definir un modelo de negocio claro mediante la identificación de elementos que generan valor e ingresos;V - La suma total se calcula agregando las estimaciones individuales de los componentes o paquetes de trabajo;X - Cuaderno de especificaciones funcionales;V - Es el tiempo en el que la probabilidad de terminar cierta tarea es del 50%;X - Prioriza el bienestar emocional de los empleados estableciendo vínculos afectivos que eviten cualquier tipo de conflicto interno;16 / 20
20;V - Que el valor eficaz (RMS) sea lo más bajo posible y se aproxime al valor medio (DC);X - Que el valor actual neto del proyecto es negativo;X - Work Balance Sheet;V - $H = LF - EF$ o $H = LS - ES$;X - Sobrevalora el valor de los flujos de caja obtenidos en los últimos ańos;X - Se pueden identificar plenamente evaluando tanto su probabilidad de ocurrencia como su dańo potencial;X - Coste de la actividad menos el margen de beneficio neto;X - Mide el nivel de recursos asignados y establece la carga de trabajo de los operarios;X - La casilla $LF$ corresponde a la mayor de entre las fechas $LS$ entrantes a dicha actividad;X - Las actividades del camino crítico que presenten mayor complejidad técnica y duración estimada;X - El momento en que los ingresos acumulados permiten cubrir exclusivamente la inversión inicial;V - El proyecto reduce su duración;V - Satisfacer al cliente logrando rentabilidad y asegurar que los objetivos se cumplan;X - La suma aritmética simple de todos los flujos de caja netos generados durante la vida útil;X - El interno se centra en la rentabilidad del cliente mientras que el externo busca mejorar la eficiencia operativa propia;V - Definir un modelo de negocio claro mediante la identificación de elementos que generan valor e ingresos;V - La suma total se calcula agregando las estimaciones individuales de los componentes o paquetes de trabajo;V - Cuaderno de especificaciones de gestión;V - Es el tiempo en el que la probabilidad de terminar cierta tarea es del 50%;V - Intenta que el equipo asuma una carga excesiva de trabajo apelando a su falta de compromiso ante las necesidades del proyecto;9 / 20
21;/;V - Que la inversión genera valor y es aceptable;V - Work Breakdown Structure;V - $H = LF - EF$ o $H = LS - ES$;V - Ignora los flujos de caja producidos tras la recuperación de la inversión;V - Se pueden intuir a partir de la experiencia previa, aunque no se puede estimar con exactitud su impacto;V - Beneficio de la compresión menos el coste de la compresión;V - Expresa la dispersión de los tiempos estimados y define la curvatura de la distribución;V - La casilla $LF$ corresponde a la menor de entre las fechas $LS$ entrantes a dicha actividad;V - Las actividades del camino crítico que tengan menor incremento de coste por unidad de tiempo;V - El nivel de ventas donde los ingresos totales igualan a la suma de los costes fijos y variables;V - El proyecto reduce su duración;V - Satisfacer al cliente logrando rentabilidad y asegurar que los objetivos se cumplan;V - La diferencia actualizada entre el valor de los flujos de cobros y el de los pagos previstos;V - El interno requiere análisis de mercado propios mientras que el externo se basa en los requisitos de un pliego;V - Definir un modelo de negocio claro mediante la identificación de elementos que generan valor e ingresos;V - La suma total se calcula agregando las estimaciones individuales de los componentes o paquetes de trabajo;V - Cuaderno de especificaciones de gestión;X - Es el tiempo resultante de promediar linealmente los tres valores de tiempo estándar;V - Intenta que el equipo asuma una carga excesiva de trabajo apelando a su falta de compromiso ante las necesidades del proyecto;18 / 20
22;X - Que el valor eficaz (RMS) sea significativamente mayor que el componente de valor DC;V - Que la inversión genera valor y es aceptable;V - Work Breakdown Structure;X - $H = EF - ES$ o $H = LF - LS$;X - Sobrevalora el valor de los flujos de caja obtenidos en los últimos ańos;V - Se pueden intuir a partir de la experiencia previa, aunque no se puede estimar con exactitud su impacto;X - Ingresos totales del proyecto menos los costes directos;X - Determina el margen de beneficio esperado y establece el límite superior del presupuesto;V - La casilla $LF$ corresponde a la menor de entre las fechas $LS$ entrantes a dicha actividad;V - Las actividades del camino crítico que tengan menor incremento de coste por unidad de tiempo;X - El momento en que los ingresos acumulados permiten cubrir exclusivamente la inversión inicial;V - El proyecto reduce su duración;V - Satisfacer al cliente logrando rentabilidad y asegurar que los objetivos se cumplan;X - La suma aritmética simple de todos los flujos de caja netos generados durante la vida útil;V - El interno requiere análisis de mercado propios mientras que el externo se basa en los requisitos de un pliego;X - Identificar las debilidades y amenazas del entorno para realizar un diagnóstico situacional completo;X - El presupuesto se define según la capacidad financiera del cliente y se adaptan las tareas a dicho límite;V - Cuaderno de especificaciones de gestión;X - Es el tiempo resultante de promediar linealmente los tres valores de tiempo estándar;X - Delega la toma de decisiones críticas en los subordinados para evitar asumir la responsabilidad directa sobre los fallos cometidos;9 / 20
23;V - Que el valor eficaz (RMS) sea lo más bajo posible y se aproxime al valor medio (DC);V - Que la inversión genera valor y es aceptable;V - Work Breakdown Structure;V - $H = LF - EF$ o $H = LS - ES$;V - Ignora los flujos de caja producidos tras la recuperación de la inversión;V - Se pueden intuir a partir de la experiencia previa, aunque no se puede estimar con exactitud su impacto;V - Beneficio de la compresión menos el coste de la compresión;V - Expresa la dispersión de los tiempos estimados y define la curvatura de la distribución;X - La casilla $LF$ corresponde a la mayor de entre las fechas $LS$ entrantes a dicha actividad;V - Las actividades del camino crítico que tengan menor incremento de coste por unidad de tiempo;V - El nivel de ventas donde los ingresos totales igualan a la suma de los costes fijos y variables;V - El proyecto reduce su duración;V - Satisfacer al cliente logrando rentabilidad y asegurar que los objetivos se cumplan;V - La diferencia actualizada entre el valor de los flujos de cobros y el de los pagos previstos;V - El interno requiere análisis de mercado propios mientras que el externo se basa en los requisitos de un pliego;V - Definir un modelo de negocio claro mediante la identificación de elementos que generan valor e ingresos;V - La suma total se calcula agregando las estimaciones individuales de los componentes o paquetes de trabajo;V - Cuaderno de especificaciones de gestión;V - Es el tiempo en el que la probabilidad de terminar cierta tarea es del 50%;V - Intenta que el equipo asuma una carga excesiva de trabajo apelando a su falta de compromiso ante las necesidades del proyecto;19 / 20
24;V - Que el valor eficaz (RMS) sea lo más bajo posible y se aproxime al valor medio (DC);V - Que la inversión genera valor y es aceptable;V - Work Breakdown Structure;V - $H = LF - EF$ o $H = LS - ES$;V - Ignora los flujos de caja producidos tras la recuperación de la inversión;X - Se pueden identificar plenamente evaluando tanto su probabilidad de ocurrencia como su dańo potencial;V - Beneficio de la compresión menos el coste de la compresión;V - Expresa la dispersión de los tiempos estimados y define la curvatura de la distribución;V - La casilla $LF$ corresponde a la menor de entre las fechas $LS$ entrantes a dicha actividad;V - Las actividades del camino crítico que tengan menor incremento de coste por unidad de tiempo;V - El nivel de ventas donde los ingresos totales igualan a la suma de los costes fijos y variables;V - El proyecto reduce su duración;V - Satisfacer al cliente logrando rentabilidad y asegurar que los objetivos se cumplan;V - La diferencia actualizada entre el valor de los flujos de cobros y el de los pagos previstos;V - El interno requiere análisis de mercado propios mientras que el externo se basa en los requisitos de un pliego;V - Definir un modelo de negocio claro mediante la identificación de elementos que generan valor e ingresos;V - La suma total se calcula agregando las estimaciones individuales de los componentes o paquetes de trabajo;V - Cuaderno de especificaciones de gestión;X - Es el tiempo resultante de promediar linealmente los tres valores de tiempo estándar;V - Intenta que el equipo asuma una carga excesiva de trabajo apelando a su falta de compromiso ante las necesidades del proyecto;18 / 20
25;X - Que el valor eficaz (RMS) presente una fluctuación cíclica respecto al componente DC;V - Que la inversión genera valor y es aceptable;X - Work Basic System;X - $H = ES - LF$ o $H = LS - EF$;X - Sobrevalora el valor de los flujos de caja obtenidos en los últimos ańos;V - Se pueden intuir a partir de la experiencia previa, aunque no se puede estimar con exactitud su impacto;V - Beneficio de la compresión menos el coste de la compresión;V - Expresa la dispersión de los tiempos estimados y define la curvatura de la distribución;X - La casilla $LF$ corresponde a la mayor de entre las fechas $LS$ entrantes a dicha actividad;X - Las actividades de la ruta crítica que tengan el mayor incremento de coste por unidad de tiempo;X - El momento en que los ingresos acumulados permiten cubrir exclusivamente la inversión inicial;V - El proyecto reduce su duración;X - Liderar la ejecución técnica de todas las tareas complejas de desarrollo;V - La diferencia actualizada entre el valor de los flujos de cobros y el de los pagos previstos;V - El interno requiere análisis de mercado propios mientras que el externo se basa en los requisitos de un pliego;V - Definir un modelo de negocio claro mediante la identificación de elementos que generan valor e ingresos;X - El coste final se obtiene aplicando factores de ajuste a los datos históricos de proyectos previos similares;X - Cuaderno de especificaciones técnicas;X - Es el tiempo máximo calculado para garantizar la finalización de la actividad con éxito;V - Intenta que el equipo asuma una carga excesiva de trabajo apelando a su falta de compromiso ante las necesidades del proyecto;9 / 20
26;/;V - Que la inversión genera valor y es aceptable;V - Work Breakdown Structure;V - $H = LF - EF$ o $H = LS - ES$;V - Ignora los flujos de caja producidos tras la recuperación de la inversión;X - Se pueden identificar plenamente evaluando tanto su probabilidad de ocurrencia como su dańo potencial;V - Beneficio de la compresión menos el coste de la compresión;V - Expresa la dispersión de los tiempos estimados y define la curvatura de la distribución;X - La casilla $LF$ corresponde a la mayor de entre las fechas $LS$ entrantes a dicha actividad;V - Las actividades del camino crítico que tengan menor incremento de coste por unidad de tiempo;V - El nivel de ventas donde los ingresos totales igualan a la suma de los costes fijos y variables;X - El proyecto reduce su coste total;V - Satisfacer al cliente logrando rentabilidad y asegurar que los objetivos se cumplan;V - La diferencia actualizada entre el valor de los flujos de cobros y el de los pagos previstos;V - El interno requiere análisis de mercado propios mientras que el externo se basa en los requisitos de un pliego;V - Definir un modelo de negocio claro mediante la identificación de elementos que generan valor e ingresos;V - La suma total se calcula agregando las estimaciones individuales de los componentes o paquetes de trabajo;V - Cuaderno de especificaciones de gestión;V - Es el tiempo en el que la probabilidad de terminar cierta tarea es del 50%;V - Intenta que el equipo asuma una carga excesiva de trabajo apelando a su falta de compromiso ante las necesidades del proyecto;16 / 20
27;/;V - Que la inversión genera valor y es aceptable;X - World Business Structure;X - $H = EF - ES$ o $H = LF - LS$;V - Ignora los flujos de caja producidos tras la recuperación de la inversión;X - Se pueden identificar plenamente evaluando tanto su probabilidad de ocurrencia como su dańo potencial;V - Beneficio de la compresión menos el coste de la compresión;V - Expresa la dispersión de los tiempos estimados y define la curvatura de la distribución;X - La casilla $LF$ corresponde a la mayor de entre las fechas $LS$ entrantes a dicha actividad;X - Las actividades de la ruta crítica que tengan el mayor incremento de coste por unidad de tiempo;V - El nivel de ventas donde los ingresos totales igualan a la suma de los costes fijos y variables;V - El proyecto reduce su duración;X - Liderar la ejecución técnica de todas las tareas complejas de desarrollo;V - La diferencia actualizada entre el valor de los flujos de cobros y el de los pagos previstos;V - El interno requiere análisis de mercado propios mientras que el externo se basa en los requisitos de un pliego;V - Definir un modelo de negocio claro mediante la identificación de elementos que generan valor e ingresos;V - La suma total se calcula agregando las estimaciones individuales de los componentes o paquetes de trabajo;V - Cuaderno de especificaciones de gestión;V - Es el tiempo en el que la probabilidad de terminar cierta tarea es del 50%;X - Prioriza el bienestar emocional de los empleados estableciendo vínculos afectivos que eviten cualquier tipo de conflicto interno;12 / 20
28;/;/;V - Work Breakdown Structure;V - $H = LF - EF$ o $H = LS - ES$;V - Ignora los flujos de caja producidos tras la recuperación de la inversión;V - Se pueden intuir a partir de la experiencia previa, aunque no se puede estimar con exactitud su impacto;V - Beneficio de la compresión menos el coste de la compresión;V - Expresa la dispersión de los tiempos estimados y define la curvatura de la distribución;V - La casilla $LF$ corresponde a la menor de entre las fechas $LS$ entrantes a dicha actividad;V - Las actividades del camino crítico que tengan menor incremento de coste por unidad de tiempo;V - El nivel de ventas donde los ingresos totales igualan a la suma de los costes fijos y variables;V - El proyecto reduce su duración;V - Satisfacer al cliente logrando rentabilidad y asegurar que los objetivos se cumplan;V - La diferencia actualizada entre el valor de los flujos de cobros y el de los pagos previstos;V - El interno requiere análisis de mercado propios mientras que el externo se basa en los requisitos de un pliego;V - Definir un modelo de negocio claro mediante la identificación de elementos que generan valor e ingresos;V - La suma total se calcula agregando las estimaciones individuales de los componentes o paquetes de trabajo;X - Cuaderno de especificaciones de validación;X - Es el tiempo resultante de promediar linealmente los tres valores de tiempo estándar;V - Intenta que el equipo asuma una carga excesiva de trabajo apelando a su falta de compromiso ante las necesidades del proyecto;16 / 20
29;V - Que el valor eficaz (RMS) sea lo más bajo posible y se aproxime al valor medio (DC);V - Que la inversión genera valor y es aceptable;V - Work Breakdown Structure;V - $H = LF - EF$ o $H = LS - ES$;V - Ignora los flujos de caja producidos tras la recuperación de la inversión;V - Se pueden intuir a partir de la experiencia previa, aunque no se puede estimar con exactitud su impacto;V - Beneficio de la compresión menos el coste de la compresión;V - Expresa la dispersión de los tiempos estimados y define la curvatura de la distribución;X - La casilla $LF$ corresponde a la mayor de entre las fechas $LS$ entrantes a dicha actividad;X - Las actividades del camino crítico que presenten mayor complejidad técnica y duración estimada;V - El nivel de ventas donde los ingresos totales igualan a la suma de los costes fijos y variables;V - El proyecto reduce su duración;V - Satisfacer al cliente logrando rentabilidad y asegurar que los objetivos se cumplan;V - La diferencia actualizada entre el valor de los flujos de cobros y el de los pagos previstos;V - El interno requiere análisis de mercado propios mientras que el externo se basa en los requisitos de un pliego;V - Definir un modelo de negocio claro mediante la identificación de elementos que generan valor e ingresos;V - La suma total se calcula agregando las estimaciones individuales de los componentes o paquetes de trabajo;V - Cuaderno de especificaciones de gestión;V - Es el tiempo en el que la probabilidad de terminar cierta tarea es del 50%;V - Intenta que el equipo asuma una carga excesiva de trabajo apelando a su falta de compromiso ante las necesidades del proyecto;18 / 20
30;V - Que el valor eficaz (RMS) sea lo más bajo posible y se aproxime al valor medio (DC);V - Que la inversión genera valor y es aceptable;X - World Business Structure;X - $H = EF - ES$ o $H = LF - LS$;V - Ignora los flujos de caja producidos tras la recuperación de la inversión;X - Se pueden identificar plenamente evaluando tanto su probabilidad de ocurrencia como su dańo potencial;V - Beneficio de la compresión menos el coste de la compresión;V - Expresa la dispersión de los tiempos estimados y define la curvatura de la distribución;X - La casilla $LF$ corresponde a la mayor de entre las fechas $LS$ entrantes a dicha actividad;V - Las actividades del camino crítico que tengan menor incremento de coste por unidad de tiempo;V - El nivel de ventas donde los ingresos totales igualan a la suma de los costes fijos y variables;V - El proyecto reduce su duración;V - Satisfacer al cliente logrando rentabilidad y asegurar que los objetivos se cumplan;V - La diferencia actualizada entre el valor de los flujos de cobros y el de los pagos previstos;V - El interno requiere análisis de mercado propios mientras que el externo se basa en los requisitos de un pliego;V - Definir un modelo de negocio claro mediante la identificación de elementos que generan valor e ingresos;X - El presupuesto se define según la capacidad financiera del cliente y se adaptan las tareas a dicho límite;V - Cuaderno de especificaciones de gestión;V - Es el tiempo en el que la probabilidad de terminar cierta tarea es del 50%;V - Intenta que el equipo asuma una carga excesiva de trabajo apelando a su falta de compromiso ante las necesidades del proyecto;15 / 20
31;X - Que el valor eficaz (RMS) sea significativamente mayor que el componente de valor DC;V - Que la inversión genera valor y es aceptable;V - Work Breakdown Structure;V - $H = LF - EF$ o $H = LS - ES$;V - Ignora los flujos de caja producidos tras la recuperación de la inversión;V - Se pueden intuir a partir de la experiencia previa, aunque no se puede estimar con exactitud su impacto;V - Beneficio de la compresión menos el coste de la compresión;V - Expresa la dispersión de los tiempos estimados y define la curvatura de la distribución;V - La casilla $LF$ corresponde a la menor de entre las fechas $LS$ entrantes a dicha actividad;X - Las actividades del camino crítico que presenten mayor complejidad técnica y duración estimada;V - El nivel de ventas donde los ingresos totales igualan a la suma de los costes fijos y variables;V - El proyecto reduce su duración;V - Satisfacer al cliente logrando rentabilidad y asegurar que los objetivos se cumplan;V - La diferencia actualizada entre el valor de los flujos de cobros y el de los pagos previstos;X - El externo depende de estudios de mercado independientes mientras que el interno responde a demandas directas de terceros;V - Definir un modelo de negocio claro mediante la identificación de elementos que generan valor e ingresos;V - La suma total se calcula agregando las estimaciones individuales de los componentes o paquetes de trabajo;V - Cuaderno de especificaciones de gestión;V - Es el tiempo en el que la probabilidad de terminar cierta tarea es del 50%;V - Intenta que el equipo asuma una carga excesiva de trabajo apelando a su falta de compromiso ante las necesidades del proyecto;17 / 20
;38.71%;70.97%;51.61%;45.16%;61.29%;45.16%;67.74%;87.1%;41.94%;51.61%;67.74%;90.32%;64.52%;77.42%;77.42%;90.32%;61.29%;77.42%;48.39%;77.42%;64.68%
